question,answer,cat,sub_cat
"Am using mobile number, & am owning a business in UAE but I don’t have residence visa, while am visiting the country from time to time, how can I renew my registration?",You can send an email to care@etisalat.ae and providing a proof of your business along with a valid passport.,mobilenew,mobile_prepaid
What are the acceptable document?,"a) Valid Original UAE ID or
,
b) Valid Original Passport or
,
c) Valid Original GCC National ID
,
d) Additional document approved by TRA for limited time:
,
i.Labor Card
,
ii.Diplomat card",mobilenew,mobile_prepaid
What is the registration policy means?,"This is a new Policy from the Telecom Regulatory Authority (TRA) in UAE, that require all SIM owner in UAE to register the SIM cards under their custody. This will ensure updating the subscriber profile at the operator with original and valid ID information.",mobilenew,mobile_prepaid
What is Create your Number service ?,It is a new online channel to buy postpaid lines with the facility to search and customise your postpaid number.,mobilenew,mobile_postpaid
Why should I register my line?,Registration policy means that all Mobile owners must submit their valid approved document to the operator to ensure updating the profile of the customer. Customer must submit the document in person for proper verification.,mobilenew,mobile_prepaid
"As a subscriber, what will be the consequence if I don't register?","In case the subscriber fails to register within the specified period after receiving the SMS notification, SIM card will be suspended for a period of 3 months. Then after the 3 months passes, the number will be ceased as per Etisalat policy for 3 months before Etisalat will be able to resell the number again to any customer.",mobilenew,mobile_prepaid
Do I have to pay to register my line?,Registration is FREE OF CHARGE.,mobilenew,mobile_prepaid
Will my service be interrupted by this registration process?,The service will not be affected/ Interrupted during the registration process in fact there will be only updating customer profile.,mobilenew,mobile_prepaid
How long it will take to register my line?,"Customer ready with all his line will be processed within 10 minutes time, whereas customer who can't provide all his numbers, the process might take longer to ensure all his numbers are found and processed.",mobilenew,mobile_prepaid
Should I submit my original documents or copy?,Original valid document is required & copy of ID document as well. The Original document is required for verification during the registration process. Also copy of the original document will be retained for the record.,mobilenew,mobile_prepaid
Will my number be changed when I register?,Your mobile number will remain the same.,mobilenew,mobile_prepaid
Can I do it for someone else?,"Yes, if you have the original power of attorney or letter from the owner of the SIM signed with his original valid approved ID. SIM owner representative can register the SIM card with his his/her original and valid ID along with the legal power of attorney/letter of delegation signed by the owner of the SIM card.",mobilenew,mobile_prepaid
"My SIM is not under my name, can I register the SIM?","Yes, you can register the SIM that belong to you after the verification process with the sales staff. SIM holder can register the SIM card temporarily under their name, and for a period of 6 months, before the ownership of the SIM card is transferred permanently to the name of SIM CARD holder, provided the original owner does not claim it within this 6 months period.",mobilenew,mobile_prepaid
"I don't have my IDs with me, can I still register?",No. Customers must provide original and valid ID to register his/ her SIM card.,mobilenew,mobile_prepaid
Where can I register my line?,"All Etisalat Business Center, Service Center, and Outlets are equipped for the registration process across all UAE.",mobilenew,mobile_prepaid
"After registration, do I have to supply less document for replacement of SIM card or apply for new service?",You have to present your Original ID for verification and signed application for any transaction as per the normal practice.,mobilenew,mobile_prepaid
